ID,SEASON,SEASON TYPE,GAME ID,DATE,TEAMS,QUARTER,MINUTES REMAINING,SECONDS REMAINING,RESULT,SHOT TYPE,SHOT VALUE,SHOT AREA,SHOT RANGE,SHOT DISTANCE,SHOT X LOCATION,SHOT Y LOCATION,OPPONENT,HOME TEAM,AWAY TEAM
616,2011-12,Regular Season,0021100623,"MAR 13, 2012",DAL vs. WAS,1,10,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,110,220,WAS,DAL,WAS
617,2011-12,Regular Season,0021100623,"MAR 13, 2012",DAL vs. WAS,1,6,20,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,129,28,WAS,DAL,WAS
618,2011-12,Regular Season,0021100623,"MAR 13, 2012",DAL vs. WAS,2,10,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-108,222,WAS,DAL,WAS
619,2011-12,Regular Season,0021100623,"MAR 13, 2012",DAL vs. WAS,2,9,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-152,14,WAS,DAL,WAS
620,2011-12,Regular Season,0021100623,"MAR 13, 2012",DAL vs. WAS,2,5,38,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-155,25,WAS,DAL,WAS
621,2011-12,Regular Season,0021100623,"MAR 13, 2012",DAL vs. WAS,2,3,13,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-149,12,WAS,DAL,WAS
622,2011-12,Regular Season,0021100623,"MAR 13, 2012",DAL vs. WAS,2,2,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,4,242,WAS,DAL,WAS
623,2011-12,Regular Season,0021100623,"MAR 13, 2012",DAL vs. WAS,2,0,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-136,105,WAS,DAL,WAS
624,2011-12,Regular Season,0021100623,"MAR 13, 2012",DAL vs. WAS,3,11,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-122,216,WAS,DAL,WAS
625,2011-12,Regular Season,0021100623,"MAR 13, 2012",DAL vs. WAS,3,9,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,141,45,WAS,DAL,WAS
626,2011-12,Regular Season,0021100623,"MAR 13, 2012",DAL vs. WAS,3,8,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,32,244,WAS,DAL,WAS
627,2011-12,Regular Season,0021100623,"MAR 13, 2012",DAL vs. WAS,3,8,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-141,-5,WAS,DAL,WAS
628,2011-12,Regular Season,0021100623,"MAR 13, 2012",DAL vs. WAS,4,6,18,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,181,88,WAS,DAL,WAS
629,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,1,11,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-149,132,CHA,DAL,CHA
630,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,1,10,27,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,15,4,CHA,DAL,CHA
631,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,1,9,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-139,44,CHA,DAL,CHA
632,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,1,8,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,173,82,CHA,DAL,CHA
633,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,1,6,52,Made Shot,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,8,72,36,CHA,DAL,CHA
634,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,1,0,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,116,71,CHA,DAL,CHA
635,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,2,10,28,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,127,108,CHA,DAL,CHA
636,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,2,9,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,100,143,CHA,DAL,CHA
637,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,2,5,42,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-152,6,CHA,DAL,CHA
638,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,2,1,57,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-117,61,CHA,DAL,CHA
639,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,2,0,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-157,25,CHA,DAL,CHA
640,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,3,11,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-21,244,CHA,DAL,CHA
641,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,3,9,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,32,239,CHA,DAL,CHA
642,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,3,6,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,220,118,CHA,DAL,CHA
643,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,3,5,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,222,116,CHA,DAL,CHA
644,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,3,5,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,99,242,CHA,DAL,CHA
645,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,3,4,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,6,148,CHA,DAL,CHA
646,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,4,8,4,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,14,144,30,CHA,DAL,CHA
647,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,4,6,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,17,241,CHA,DAL,CHA
648,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,4,3,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,40,260,CHA,DAL,CHA
649,2011-12,Regular Season,0021100639,"MAR 15, 2012",DAL vs. CHA,4,2,36,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,18,156,CHA,DAL,CHA
650,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,1,9,12,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,9,0,SAS,DAL,SAS
651,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,1,8,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-130,214,SAS,DAL,SAS
652,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,1,7,41,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,146,86,SAS,DAL,SAS
653,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,1,5,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-149,71,SAS,DAL,SAS
654,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,1,5,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,9,184,SAS,DAL,SAS
655,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,2,10,58,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-146,39,SAS,DAL,SAS
656,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,2,7,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,162,3,SAS,DAL,SAS
657,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,2,7,24,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,11,73,83,SAS,DAL,SAS
658,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,2,6,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,149,153,SAS,DAL,SAS
659,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,2,5,27,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-109,44,SAS,DAL,SAS
660,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,2,4,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,138,115,SAS,DAL,SAS
661,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,2,4,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,136,88,SAS,DAL,SAS
662,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,2,2,56,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,-7,0,SAS,DAL,SAS
663,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,2,0,11,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,12,-122,25,SAS,DAL,SAS
664,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,3,9,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,77,233,SAS,DAL,SAS
665,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,3,0,32,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,-29,201,SAS,DAL,SAS
666,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,4,8,48,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,155,15,SAS,DAL,SAS
667,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,4,7,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-95,230,SAS,DAL,SAS
668,2011-12,Regular Season,0021100659,"MAR 17, 2012",DAL vs. SAS,4,1,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,173,23,SAS,DAL,SAS
669,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,1,9,45,Made Shot,Running Hook Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,2,53,DEN,DEN,DAL
670,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,1,9,17,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,16-24 ft.,16,116,118,DEN,DEN,DAL
671,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,1,7,26,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,16-24 ft.,17,163,50,DEN,DEN,DAL
672,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,1,6,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-142,86,DEN,DEN,DAL
673,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,1,1,30,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,16-24 ft.,16,111,124,DEN,DEN,DAL
674,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,2,11,0,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,14,105,99,DEN,DEN,DAL
675,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,2,8,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,-4,9,DEN,DEN,DAL
676,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,2,1,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,36,257,DEN,DEN,DAL
677,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,2,1,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,54,160,DEN,DEN,DAL
678,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,2,0,56,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,118,75,DEN,DEN,DAL
679,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,2,0,2,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,162,60,DEN,DEN,DAL
680,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,3,11,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,13,250,DEN,DEN,DAL
681,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,3,9,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,-120,233,DEN,DEN,DAL
682,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,3,6,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-174,17,DEN,DEN,DAL
683,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,3,6,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-179,0,DEN,DEN,DAL
684,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,3,0,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,7,269,DEN,DEN,DAL
685,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,3,0,0,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,10,-32,96,DEN,DEN,DAL
686,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,4,8,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,7,22,DEN,DEN,DAL
687,2011-12,Regular Season,0021100674,"MAR 19, 2012",DAL @ DEN,4,8,8,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,16-24 ft.,16,136,85,DEN,DEN,DAL
688,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,1,11,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-169,0,LAL,DAL,LAL
689,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,1,10,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-67,238,LAL,DAL,LAL
690,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,1,9,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-134,140,LAL,DAL,LAL
691,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,1,8,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-11,3,LAL,DAL,LAL
692,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,1,6,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-93,162,LAL,DAL,LAL
693,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,1,6,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,177,14,LAL,DAL,LAL
694,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,1,1,51,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,144,15,LAL,DAL,LAL
695,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,2,10,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,-5,6,LAL,DAL,LAL
696,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,2,10,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,103,160,LAL,DAL,LAL
697,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,2,8,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-32,195,LAL,DAL,LAL
698,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,2,7,42,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-112,23,LAL,DAL,LAL
699,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,2,5,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-168,179,LAL,DAL,LAL
700,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,3,10,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,168,176,LAL,DAL,LAL
701,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,3,10,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-141,203,LAL,DAL,LAL
702,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,3,4,32,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,170,0,LAL,DAL,LAL
703,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,4,10,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,157,113,LAL,DAL,LAL
704,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,4,8,28,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,24+ ft.,22,-221,14,LAL,DAL,LAL
705,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,4,7,48,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,17,-2,LAL,DAL,LAL
706,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,4,6,24,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,10,0,LAL,DAL,LAL
707,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,4,5,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,10,0,LAL,DAL,LAL
708,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,4,5,8,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,24,3,LAL,DAL,LAL
709,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,4,5,7,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,7,11,LAL,DAL,LAL
710,2011-12,Regular Season,0021100692,"MAR 21, 2012",DAL vs. LAL,4,4,26,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,36,37,LAL,DAL,LAL
711,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,1,7,44,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,140,1,SAS,SAS,DAL
712,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,1,6,55,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,10,-105,6,SAS,SAS,DAL
713,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,1,6,28,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,28,41,SAS,SAS,DAL
714,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,1,5,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,159,1,SAS,SAS,DAL
715,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,1,0,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,155,-14,SAS,SAS,DAL
716,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,2,9,44,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,10,86,60,SAS,SAS,DAL
717,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,2,9,1,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,10,108,-10,SAS,SAS,DAL
718,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,2,8,30,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,8-16 ft.,10,103,34,SAS,SAS,DAL
719,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,2,7,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,28,30,SAS,SAS,DAL
720,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,2,4,40,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,113,53,SAS,SAS,DAL
721,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,2,2,28,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-109,80,SAS,SAS,DAL
722,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,2,0,1,Missed Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,3,-32,15,SAS,SAS,DAL
723,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,3,11,8,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-150,-6,SAS,SAS,DAL
724,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,3,8,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,6,244,SAS,SAS,DAL
725,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,3,7,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-84,148,SAS,SAS,DAL
726,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,3,6,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,147,112,SAS,SAS,DAL
727,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,3,1,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,151,118,SAS,SAS,DAL
728,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,4,10,16,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-128,26,SAS,SAS,DAL
729,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,4,9,41,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,8,45,71,SAS,SAS,DAL
730,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,4,7,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-125,219,SAS,SAS,DAL
731,2011-12,Regular Season,0021100707,"MAR 23, 2012",DAL @ SAS,4,3,35,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,6,47,SAS,SAS,DAL
732,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,1,10,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,151,60,HOU,HOU,DAL
733,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,1,6,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-93,127,HOU,HOU,DAL
734,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,1,2,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-59,236,HOU,HOU,DAL
735,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,1,1,25,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,95,138,HOU,HOU,DAL
736,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,1,0,44,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-90,99,HOU,HOU,DAL
737,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,2,11,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-168,176,HOU,HOU,DAL
738,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,2,10,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,146,205,HOU,HOU,DAL
739,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,2,7,14,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,103,132,HOU,HOU,DAL
740,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,3,11,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-130,211,HOU,HOU,DAL
741,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,3,10,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,80,149,HOU,HOU,DAL
742,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,3,6,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,11,94,69,HOU,HOU,DAL
743,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,3,6,27,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,106,72,HOU,HOU,DAL
744,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,3,5,45,Made Shot,Turnaround Bank shot,2PT Field Goal,Mid-Range,8-16 ft.,11,88,66,HOU,HOU,DAL
745,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,3,4,59,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-144,12,HOU,HOU,DAL
746,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,3,4,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,28,242,HOU,HOU,DAL
747,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,4,11,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,-21,216,HOU,HOU,DAL
748,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,4,8,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,91,143,HOU,HOU,DAL
749,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,4,6,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,2,252,HOU,HOU,DAL
